invoice_code,customer_code,employee_code,timestamp,total_amount,payment_method
HDIP01492,KH00055,NV0034,2026-03-10 10:18:40.057836,4992768,Tiền mặt
HDIP01493,KH00447,NV0028,2026-03-10 04:47:40.057836,5998819,Thẻ
HDIP01494,KH00138,NV0020,2026-03-09 22:31:40.057836,2182456,Chuyển khoản
HDIP01495,KH00383,NV0034,2026-03-10 04:39:40.057836,2426860,Tiền mặt
HDIP01496,KH00072,NV0016,2026-03-10 07:07:40.057836,3296013,Tiền mặt
HDIP01497,KH00703,NV0042,2026-03-09 22:32:40.057836,1603116,Thẻ
HDIP01498,KH00906,NV0012,2026-03-09 22:51:40.057836,342477,Chuyển khoản
HDIP01499,KH00819,NV0026,2026-03-10 08:18:40.057836,10670408,Thẻ
HDIP01500,KH00078,NV0042,2026-03-10 05:21:40.057836,2763009,Chuyển khoản
HDIP01501,KH00216,NV0048,2026-03-10 06:12:40.057836,12810689,Chuyển khoản
HDIP01502,KH00370,NV0048,2026-03-10 07:46:40.057836,15839516,Thẻ
HDIP01503,KH00553,NV0012,2026-03-10 03:47:40.057836,4358680,Chuyển khoản
HDIP01504,KH00052,NV0006,2026-03-10 05:20:40.057836,2617089,Chuyển khoản
HDIP01505,KH00923,NV0029,2026-03-10 04:31:40.057836,4104466,Tiền mặt
HDIP01506,KH00970,NV0039,2026-03-10 04:51:40.057836,6992475,Chuyển khoản
HDIP01507,KH00426,NV0041,2026-03-10 01:56:40.057836,1112495,Tiền mặt
HDIP01508,KH00656,NV0048,2026-03-10 02:58:40.057836,3349850,Tiền mặt
HDIP01509,KH00332,NV0001,2026-03-11 05:01:40.057836,1903185,Tiền mặt
HDIP01510,KH00676,NV0019,2026-03-10 23:33:40.057836,10419623,Chuyển khoản
HDIP01511,KH00100,NV0015,2026-03-11 04:26:40.057836,2891925,Tiền mặt
HDIP01512,KH00259,NV0037,2026-03-11 03:42:40.057836,15281683,Tiền mặt
HDIP01513,KH00883,NV0046,2026-03-11 08:09:40.057836,19800678,Chuyển khoản
HDIP01514,KH00032,NV0045,2026-03-11 01:30:40.057836,10332589,Chuyển khoản
HDIP01515,KH00802,NV0002,2026-03-11 03:34:40.057836,10506884,Thẻ
HDIP01516,KH00077,NV0008,2026-03-11 07:13:40.057836,9697886,Thẻ
HDIP01517,KH00500,NV0007,2026-03-11 09:24:40.057836,7401300,Tiền mặt
HDIP01518,KH00567,NV0005,2026-03-11 03:26:40.057836,10234387,Chuyển khoản
HDIP01519,KH00372,NV0030,2026-03-11 00:02:40.057836,10009964,Tiền mặt
HDIP01520,KH00604,NV0049,2026-03-11 05:37:40.057836,5239772,Tiền mặt
HDIP01521,KH00815,NV0035,2026-03-10 23:52:40.057836,151151,Tiền mặt
HDIP01522,KH00578,NV0046,2026-03-11 06:43:40.057836,3592727,Chuyển khoản
HDIP01523,KH00371,NV0049,2026-03-11 05:55:40.057836,19373852,Thẻ
HDIP01524,KH00236,NV0048,2026-03-11 07:00:40.057836,10593828,Thẻ
HDIP01525,KH00013,NV0036,2026-03-10 23:28:40.057836,2241242,Thẻ
HDIP01526,KH00863,NV0035,2026-03-11 09:13:40.057836,9844184,Chuyển khoản
HDIP01527,KH00179,NV0022,2026-03-11 05:44:40.057836,9807951,Tiền mặt
HDIP01528,KH00348,NV0019,2026-03-11 02:12:40.057836,1834535,Tiền mặt
HDIP01529,KH00027,NV0008,2026-03-11 07:12:40.057836,4959986,Thẻ
HDIP01530,KH00414,NV0035,2026-03-11 08:48:40.057836,6523267,Thẻ
HDIP01531,KH00378,NV0005,2026-03-11 03:40:40.057836,6950934,Tiền mặt
HDIP01532,KH00604,NV0047,2026-03-10 23:50:40.057836,3137689,Thẻ
HDIP01533,KH00336,NV0036,2026-03-11 06:42:40.057836,3794700,Chuyển khoản
HDIP01534,KH00778,NV0024,2026-03-11 09:42:40.057836,413846,Tiền mặt
HDIP01535,KH00571,NV0021,2026-03-11 09:09:40.057836,4282682,Chuyển khoản
HDIP01536,KH00962,NV0020,2026-03-11 09:01:40.057836,9499291,Tiền mặt
HDIP01537,KH00041,NV0050,2026-03-11 06:48:40.057836,2336345,Thẻ
HDIP01538,KH00185,NV0034,2026-03-10 22:28:40.057836,5456908,Thẻ
HDIP01539,KH00990,NV0013,2026-03-11 04:12:40.057836,13067508,Thẻ
HDIP01540,KH00545,NV0039,2026-03-11 04:58:40.057836,13065951,Thẻ
HDIP01541,KH00741,NV0011,2026-03-11 02:39:40.057836,15470398,Thẻ
HDIP01542,KH00491,NV0004,2026-03-11 05:09:40.057836,5052084,Chuyển khoản
HDIP01543,KH00422,NV0013,2026-03-11 02:40:40.057836,7782715,Chuyển khoản
HDIP01544,KH00108,NV0022,2026-03-11 07:11:40.057836,5632726,Chuyển khoản
HDIP01545,KH00487,NV0027,2026-03-11 03:48:40.057836,5135900,Tiền mặt
HDIP01546,KH00858,NV0007,2026-03-11 00:45:40.057836,8751268,Chuyển khoản
HDIP01547,KH00677,NV0049,2026-03-11 05:34:40.057836,4572650,Thẻ
HDIP01548,KH00367,NV0023,2026-03-11 10:23:40.057836,169632,Chuyển khoản
HDIP01549,KH00801,NV0018,2026-03-11 06:42:40.057836,2553715,Chuyển khoản
HDIP01550,KH00172,NV0050,2026-03-11 08:28:40.057836,1265766,Thẻ
HDIP01551,KH00254,NV0024,2026-03-11 05:07:40.057836,10005765,Chuyển khoản
HDIP01552,KH00677,NV0027,2026-03-11 06:56:40.057836,929978,Thẻ
HDIP01553,KH00378,NV0027,2026-03-11 08:58:40.057836,5581892,Tiền mặt
HDIP01554,KH00557,NV0038,2026-03-11 03:26:40.057836,6268995,Chuyển khoản
HDIP01555,KH00872,NV0008,2026-03-11 06:56:40.057836,3727772,Tiền mặt
HDIP01556,KH00921,NV0028,2026-03-11 04:29:40.057836,9836164,Thẻ
HDIP01557,KH00584,NV0041,2026-03-11 04:33:40.057836,2619910,Chuyển khoản
HDIP01558,KH00341,NV0023,2026-03-11 00:26:40.057836,7654851,Thẻ
HDIP01559,KH00746,NV0046,2026-03-10 22:36:40.057836,2505874,Tiền mặt
HDIP01560,KH00508,NV0037,2026-03-11 02:16:40.057836,114870,Chuyển khoản
HDIP01561,KH00875,NV0021,2026-03-11 03:57:40.057836,8302718,Chuyển khoản
HDIP01562,KH00349,NV0030,2026-03-11 00:55:40.057836,10071774,Tiền mặt
HDIP01563,KH00835,NV0025,2026-03-11 06:14:40.057836,9119600,Chuyển khoản
HDIP01564,KH00257,NV0045,2026-03-11 01:05:40.057836,13040793,Chuyển khoản
HDIP01565,KH00659,NV0019,2026-03-10 22:41:40.057836,731241,Chuyển khoản
HDIP01566,KH00425,NV0027,2026-03-11 07:28:40.057836,21350869,Chuyển khoản
HDIP01567,KH00609,NV0034,2026-03-11 01:19:40.057836,5724126,Tiền mặt
HDIP01568,KH00881,NV0014,2026-03-11 06:23:40.057836,317547,Chuyển khoản
HDIP01569,KH00789,NV0046,2026-03-11 01:54:40.057836,4407572,Thẻ
HDIP01570,KH00573,NV0034,2026-03-11 03:17:40.057836,3654678,Chuyển khoản
HDIP01571,KH00747,NV0032,2026-03-10 23:38:40.057836,8851404,Tiền mặt
HDIP01572,KH00153,NV0022,2026-03-11 02:57:40.057836,4334229,Thẻ
HDIP01573,KH00110,NV0046,2026-03-11 01:47:40.057836,13271722,Chuyển khoản
HDIP01574,KH00850,NV0048,2026-03-11 04:27:40.057836,3155771,Thẻ
HDIP01575,KH00722,NV0043,2026-03-11 02:36:40.057836,8086771,Tiền mặt
HDIP01576,KH00533,NV0034,2026-03-11 01:16:40.057836,14977142,Chuyển khoản
HDIP01577,KH00729,NV0046,2026-03-11 09:29:40.057836,6159965,Tiền mặt
HDIP01578,KH00171,NV0037,2026-03-11 07:02:40.057836,9568424,Tiền mặt
HDIP01579,KH00486,NV0031,2026-03-11 10:53:40.057836,6242782,Thẻ
HDIP01580,KH00417,NV0006,2026-03-11 06:00:40.057836,6753541,Thẻ
HDIP01581,KH00979,NV0045,2026-03-11 05:42:40.057836,3874583,Thẻ
HDIP01582,KH00394,NV0033,2026-03-11 04:48:40.057836,9669548,Thẻ
HDIP01583,KH00521,NV0049,2026-03-11 04:32:40.057836,3434256,Chuyển khoản
HDIP01584,KH00408,NV0049,2026-03-11 09:43:40.057836,3786656,Thẻ
HDIP01585,KH00256,NV0035,2026-03-11 05:26:40.057836,8579631,Tiền mặt
HDIP01586,KH00540,NV0047,2026-03-11 00:38:40.057836,15253513,Tiền mặt
HDIP01587,KH00630,NV0014,2026-03-11 10:14:40.057836,10018465,Chuyển khoản
HDIP01588,KH00035,NV0026,2026-03-11 08:44:40.057836,10754805,Chuyển khoản
HDIP01589,KH00079,NV0025,2026-03-11 02:51:40.057836,5898724,Thẻ
HDIP01590,KH00334,NV0018,2026-03-11 03:59:40.057836,1201402,Thẻ
HDIP01591,KH00411,NV0046,2026-03-11 02:17:40.057836,6800829,Tiền mặt
HDIP01592,KH00554,NV0009,2026-03-11 04:10:40.057836,1163127,Thẻ
HDIP01593,KH00874,NV0021,2026-03-11 08:07:40.057836,6624340,Thẻ
HDIP01594,KH00639,NV0041,2026-03-11 01:52:40.057836,969340,Chuyển khoản
HDIP01595,KH00377,NV0031,2026-03-11 02:45:40.057836,3318273,Chuyển khoản
HDIP01596,KH00323,NV0015,2026-03-10 22:35:40.057836,6933994,Tiền mặt
HDIP01597,KH00745,NV0018,2026-03-11 03:51:40.057836,12716041,Tiền mặt
HDIP01598,KH00600,NV0032,2026-03-11 00:58:40.057836,677578,Tiền mặt
HDIP01599,KH00013,NV0027,2026-03-11 03:59:40.057836,3545529,Thẻ
HDIP01600,KH00832,NV0007,2026-03-11 06:35:40.057836,9367917,Chuyển khoản
HDIP01601,KH00575,NV0043,2026-03-10 23:08:40.057836,716642,Chuyển khoản
HDIP01602,KH00069,NV0002,2026-03-11 01:51:40.057836,4039175,Tiền mặt
HDIP01603,KH00378,NV0021,2026-03-11 04:20:40.057836,14743587,Tiền mặt
HDIP01604,KH00059,NV0019,2026-03-11 01:01:40.057836,8767200,Chuyển khoản
HDIP01605,KH00988,NV0006,2026-03-11 05:04:40.057836,1968735,Tiền mặt
HDIP01606,KH00818,NV0004,2026-03-11 08:27:40.057836,16996083,Tiền mặt
HDIP01607,KH00546,NV0048,2026-03-11 03:14:40.057836,7817410,Thẻ
HDIP01608,KH00115,NV0042,2026-03-11 09:37:40.057836,4396119,Tiền mặt
HDIP01609,KH00272,NV0046,2026-03-11 02:13:40.057836,9810889,Thẻ
HDIP01610,KH00314,NV0001,2026-03-11 09:27:40.057836,3796992,Tiền mặt
HDIP01611,KH00512,NV0048,2026-03-11 06:51:40.057836,13995568,Tiền mặt
HDIP01612,KH00440,NV0041,2026-03-11 09:27:40.057836,13929340,Thẻ
HDIP01613,KH00080,NV0025,2026-03-11 06:56:40.057836,3992613,Chuyển khoản
HDIP01614,KH00420,NV0010,2026-03-11 02:25:40.057836,7136390,Tiền mặt
HDIP01615,KH00821,NV0043,2026-03-11 05:43:40.057836,5443662,Chuyển khoản
HDIP01616,KH00136,NV0020,2026-03-11 10:53:40.057836,9805585,Tiền mặt
HDIP01617,KH00301,NV0038,2026-03-11 00:06:40.057836,8782264,Thẻ
HDIP01618,KH00062,NV0001,2026-03-11 08:54:40.057836,6475472,Tiền mặt
HDIP01619,KH00059,NV0012,2026-03-11 04:44:40.057836,15086240,Chuyển khoản
HDIP01620,KH00625,NV0004,2026-03-11 03:21:40.057836,3893164,Chuyển khoản
HDIP01621,KH00668,NV0037,2026-03-11 10:28:40.057836,3988056,Tiền mặt
HDIP01622,KH00850,NV0028,2026-03-11 07:38:40.057836,10775759,Tiền mặt
HDIP01623,KH00318,NV0012,2026-03-11 07:51:40.057836,480853,Thẻ
HDIP01624,KH00135,NV0027,2026-03-11 00:16:40.057836,8501301,Thẻ
HDIP01625,KH00714,NV0008,2026-03-11 02:48:40.057836,2696960,Chuyển khoản
HDIP01626,KH00376,NV0042,2026-03-11 05:36:40.057836,2131830,Thẻ
HDIP01627,KH00431,NV0005,2026-03-11 07:01:40.057836,11701264,Chuyển khoản
HDIP01628,KH00423,NV0045,2026-03-11 00:01:40.057836,5160031,Tiền mặt
HDIP01629,KH00249,NV0005,2026-03-10 22:40:40.057836,6743551,Thẻ
HDIP01630,KH00930,NV0013,2026-03-11 07:38:40.057836,2784991,Chuyển khoản
HDIP01631,KH00049,NV0016,2026-03-11 10:25:40.057836,3857478,Thẻ
HDIP01632,KH00446,NV0001,2026-03-10 23:34:40.057836,759819,Thẻ
HDIP01633,KH00623,NV0014,2026-03-10 23:52:40.057836,1298452,Tiền mặt
HDIP01634,KH00020,NV0019,2026-03-11 07:42:40.057836,8546295,Tiền mặt
HDIP01635,KH00647,NV0026,2026-03-12 07:01:40.057836,8208818,Tiền mặt
HDIP01636,KH00527,NV0037,2026-03-12 05:38:40.057836,9180889,Chuyển khoản
HDIP01637,KH00733,NV0045,2026-03-12 07:48:40.057836,8801608,Chuyển khoản
HDIP01638,KH00020,NV0050,2026-03-11 23:51:40.057836,3372406,Chuyển khoản
HDIP01639,KH00650,NV0001,2026-03-12 06:08:40.057836,14015379,Tiền mặt
HDIP01640,KH00530,NV0040,2026-03-11 22:53:40.057836,11971974,Thẻ
HDIP01641,KH00370,NV0037,2026-03-12 04:06:40.057836,4533378,Thẻ
HDIP01642,KH00227,NV0007,2026-03-12 07:56:40.057836,6941235,Tiền mặt
HDIP01643,KH00458,NV0010,2026-03-12 02:17:40.057836,12282172,Tiền mặt
HDIP01644,KH00476,NV0001,2026-03-12 09:42:40.057836,1978710,Thẻ
HDIP01645,KH00808,NV0046,2026-03-12 10:56:40.057836,7325000,Tiền mặt
HDIP01646,KH00822,NV0027,2026-03-12 05:57:40.057836,2339658,Thẻ
HDIP01647,KH00864,NV0037,2026-03-12 00:56:40.057836,7738872,Chuyển khoản
HDIP01648,KH00202,NV0035,2026-03-12 00:17:40.057836,15490600,Thẻ
HDIP01649,KH00313,NV0007,2026-03-12 02:45:40.057836,7949482,Chuyển khoản
HDIP01650,KH00304,NV0040,2026-03-12 10:12:40.057836,16937600,Chuyển khoản
HDIP01651,KH00178,NV0023,2026-03-11 22:41:40.057836,602463,Tiền mặt
HDIP01652,KH00656,NV0046,2026-03-12 07:12:40.057836,15238890,Chuyển khoản
HDIP01653,KH00806,NV0035,2026-03-12 08:56:40.057836,431267,Tiền mặt
HDIP01654,KH00135,NV0018,2026-03-12 09:45:40.057836,11587556,Chuyển khoản
HDIP01655,KH00037,NV0046,2026-03-12 00:55:40.057836,5336074,Chuyển khoản
HDIP01656,KH00315,NV0048,2026-03-12 06:47:40.057836,10578682,Tiền mặt
HDIP01657,KH00547,NV0049,2026-03-12 11:06:40.057836,2889486,Tiền mặt
HDIP01658,KH00753,NV0012,2026-03-12 02:51:40.057836,845418,Thẻ
HDIP01659,KH00398,NV0007,2026-03-12 10:35:40.057836,1207521,Thẻ
HDIP01660,KH00774,NV0050,2026-03-11 22:15:40.057836,1172972,Tiền mặt
HDIP01661,KH00676,NV0011,2026-03-12 01:19:40.057836,4099157,Chuyển khoản
HDIP01662,KH00118,NV0016,2026-03-12 06:39:40.057836,5467408,Tiền mặt
HDIP01663,KH00499,NV0022,2026-03-12 01:46:40.057836,14951370,Chuyển khoản
HDIP01664,KH00821,NV0001,2026-03-12 03:09:40.057836,14400814,Thẻ
HDIP01665,KH00808,NV0022,2026-03-12 03:20:40.057836,11394730,Tiền mặt
HDIP01666,KH00995,NV0024,2026-03-12 03:50:40.057836,14717824,Tiền mặt
HDIP01667,KH00855,NV0024,2026-03-12 00:37:40.057836,7361236,Thẻ
HDIP01668,KH00642,NV0050,2026-03-11 22:41:40.057836,6720936,Chuyển khoản
HDIP01669,KH00220,NV0050,2026-03-12 10:21:40.057836,9680933,Tiền mặt
HDIP01670,KH00481,NV0048,2026-03-12 02:54:40.057836,9725625,Chuyển khoản
HDIP01671,KH00770,NV0043,2026-03-12 09:18:40.057836,2070158,Chuyển khoản
HDIP01672,KH00432,NV0018,2026-03-12 07:02:40.057836,1508267,Thẻ
HDIP01673,KH00866,NV0031,2026-03-12 05:32:40.057836,16088936,Tiền mặt
HDIP01674,KH00461,NV0038,2026-03-11 22:19:40.057836,6208355,Tiền mặt
HDIP01675,KH00498,NV0049,2026-03-12 03:02:40.057836,14260325,Tiền mặt
HDIP01676,KH00942,NV0023,2026-03-11 22:52:40.057836,2233529,Tiền mặt
HDIP01677,KH00525,NV0008,2026-03-12 07:19:40.057836,6458256,Thẻ
HDIP01678,KH00280,NV0049,2026-03-12 10:59:40.057836,5524669,Tiền mặt
HDIP01679,KH00977,NV0019,2026-03-12 03:25:40.057836,5201711,Chuyển khoản
HDIP01680,KH00872,NV0008,2026-03-11 23:35:40.057836,2913912,Tiền mặt
HDIP01681,KH00755,NV0034,2026-03-11 23:09:40.057836,2250693,Chuyển khoản
HDIP01682,KH00407,NV0017,2026-03-12 00:59:40.057836,18279386,Thẻ
HDIP01683,KH00430,NV0043,2026-03-11 22:45:40.057836,9001493,Thẻ
HDIP01684,KH00661,NV0014,2026-03-12 10:02:40.057836,10321505,Tiền mặt
HDIP01685,KH00315,NV0007,2026-03-12 10:53:40.057836,963392,Chuyển khoản
HDIP01686,KH00773,NV0002,2026-03-12 06:19:40.057836,5337711,Chuyển khoản
HDIP01687,KH00914,NV0011,2026-03-12 09:38:40.057836,2753645,Thẻ
HDIP01688,KH00001,NV0018,2026-03-12 01:17:40.057836,10167577,Chuyển khoản
HDIP01689,KH00541,NV0016,2026-03-11 23:31:40.057836,2906818,Thẻ
HDIP01690,KH00107,NV0046,2026-03-12 03:05:40.057836,5867703,Thẻ
HDIP01691,KH00748,NV0042,2026-03-12 00:27:40.057836,8793505,Tiền mặt
HDIP01692,KH00218,NV0013,2026-03-12 04:50:40.057836,10365048,Tiền mặt
HDIP01693,KH00370,NV0030,2026-03-12 00:14:40.057836,4775860,Tiền mặt
HDIP01694,KH00953,NV0043,2026-03-11 22:37:40.057836,19071718,Tiền mặt
HDIP01695,KH00850,NV0004,2026-03-12 04:53:40.057836,13366653,Thẻ
HDIP01696,KH00804,NV0004,2026-03-12 08:37:40.057836,6195220,Tiền mặt
HDIP01697,KH00798,NV0010,2026-03-12 06:04:40.057836,2625450,Chuyển khoản
HDIP01698,KH00763,NV0006,2026-03-12 01:33:40.057836,4788540,Tiền mặt
HDIP01699,KH00725,NV0039,2026-03-12 02:58:40.057836,620895,Tiền mặt
HDIP01700,KH00615,NV0002,2026-03-12 02:22:40.057836,3442813,Tiền mặt
HDIP01701,KH00102,NV0039,2026-03-12 05:27:40.057836,5034969,Tiền mặt
HDIP01702,KH00619,NV0041,2026-03-11 22:26:40.057836,5213685,Chuyển khoản
HDIP01703,KH00712,NV0030,2026-03-12 06:06:40.057836,5684296,Tiền mặt
HDIP01704,KH00084,NV0039,2026-03-11 23:49:40.057836,2878818,Tiền mặt
HDIP01705,KH00348,NV0024,2026-03-12 06:05:40.057836,10942332,Chuyển khoản
HDIP01706,KH00068,NV0031,2026-03-12 01:38:40.057836,172744,Chuyển khoản
HDIP01707,KH00078,NV0026,2026-03-12 07:08:40.057836,869231,Thẻ
HDIP01708,KH00595,NV0027,2026-03-11 23:35:40.057836,8885905,Thẻ
HDIP01709,KH00858,NV0012,2026-03-12 03:06:40.057836,3999466,Tiền mặt
HDIP01710,KH00213,NV0020,2026-03-12 03:07:40.057836,10772405,Tiền mặt
HDIP01711,KH00018,NV0011,2026-03-12 08:41:40.057836,10307009,Tiền mặt
HDIP01712,KH00024,NV0031,2026-03-11 23:27:40.057836,30029,Chuyển khoản
HDIP01713,KH00911,NV0014,2026-03-12 10:38:40.057836,11865228,Thẻ
HDIP01714,KH00148,NV0023,2026-03-12 09:17:40.057836,957100,Chuyển khoản
HDIP01715,KH00100,NV0017,2026-03-12 04:47:40.057836,2886467,Thẻ
HDIP01716,KH00663,NV0038,2026-03-12 10:57:40.057836,3869120,Thẻ
HDIP01717,KH00517,NV0050,2026-03-12 09:43:40.057836,3961983,Thẻ
HDIP01718,KH00997,NV0001,2026-03-11 23:47:40.057836,10951871,Chuyển khoản
HDIP01719,KH00956,NV0046,2026-03-11 23:30:40.057836,11221022,Tiền mặt
HDIP01720,KH00662,NV0017,2026-03-12 04:06:40.057836,3018869,Tiền mặt
HDIP01721,KH00955,NV0044,2026-03-12 05:44:40.057836,7487423,Chuyển khoản
HDIP01722,KH00242,NV0037,2026-03-12 08:45:40.057836,9023012,Thẻ
HDIP01723,KH00422,NV0006,2026-03-12 02:29:40.057836,11085286,Chuyển khoản
HDIP01724,KH00111,NV0017,2026-03-12 02:43:40.057836,488692,Thẻ
HDIP01725,KH00205,NV0046,2026-03-12 06:39:40.057836,566186,Chuyển khoản
HDIP01726,KH00129,NV0026,2026-03-12 10:38:40.057836,3472123,Thẻ
HDIP01727,KH00796,NV0008,2026-03-12 07:54:40.057836,2670044,Tiền mặt
HDIP01728,KH00592,NV0027,2026-03-12 08:21:40.057836,11881032,Chuyển khoản
HDIP01729,KH00493,NV0007,2026-03-12 06:49:40.057836,8839860,Thẻ
HDIP01730,KH00631,NV0010,2026-03-12 08:13:40.057836,16351826,Tiền mặt
HDIP01731,KH00129,NV0025,2026-03-12 05:51:40.057836,470601,Thẻ
HDIP01732,KH00021,NV0050,2026-03-12 00:58:40.057836,969971,Tiền mặt
HDIP01733,KH00456,NV0036,2026-03-12 10:56:40.057836,5633436,Chuyển khoản
HDIP01734,KH00371,NV0040,2026-03-12 05:37:40.057836,1003528,Thẻ
HDIP01735,KH00140,NV0032,2026-03-12 02:22:40.057836,4502900,Thẻ
HDIP01736,KH00977,NV0016,2026-03-13 07:56:40.057836,2908264,Thẻ
HDIP01737,KH00174,NV0005,2026-03-12 22:28:40.057836,110642,Tiền mặt
HDIP01738,KH00426,NV0046,2026-03-12 23:25:40.057836,2529502,Chuyển khoản
HDIP01739,KH00295,NV0013,2026-03-13 09:56:40.057836,14852166,Thẻ
HDIP01740,KH00739,NV0045,2026-03-13 08:43:40.057836,21378106,Thẻ
HDIP01741,KH00515,NV0031,2026-03-13 06:50:40.057836,1647234,Tiền mặt
HDIP01742,KH00438,NV0007,2026-03-13 08:53:40.057836,358321,Thẻ
HDIP01743,KH00798,NV0019,2026-03-13 11:02:40.057836,4016661,Chuyển khoản
HDIP01744,KH00233,NV0028,2026-03-13 01:08:40.057836,2843339,Tiền mặt
HDIP01745,KH00550,NV0006,2026-03-12 22:53:40.057836,2550340,Thẻ
HDIP01746,KH00859,NV0021,2026-03-13 06:47:40.057836,7423925,Tiền mặt
HDIP01747,KH00625,NV0023,2026-03-13 06:50:40.057836,5553961,Thẻ
HDIP01748,KH00906,NV0046,2026-03-13 03:51:40.057836,4743558,Tiền mặt
HDIP01749,KH00058,NV0020,2026-03-12 22:36:40.057836,9686594,Chuyển khoản
HDIP01750,KH00462,NV0028,2026-03-13 07:08:40.057836,3801999,Chuyển khoản
HDIP01751,KH00483,NV0025,2026-03-12 22:16:40.057836,3918616,Thẻ
HDIP01752,KH00112,NV0041,2026-03-13 10:23:40.057836,6509060,Chuyển khoản
HDIP01753,KH00566,NV0039,2026-03-13 03:55:40.057836,5078600,Chuyển khoản
HDIP01754,KH00331,NV0049,2026-03-13 00:02:40.057836,11491699,Thẻ
HDIP01755,KH00569,NV0044,2026-03-13 09:26:40.057836,5571075,Thẻ
HDIP01756,KH00563,NV0045,2026-03-13 03:06:40.057836,19012384,Chuyển khoản
HDIP01757,KH00412,NV0030,2026-03-13 08:51:40.057836,6537591,Tiền mặt
HDIP01758,KH00784,NV0033,2026-03-13 00:45:40.057836,7861439,Tiền mặt
HDIP01759,KH00085,NV0003,2026-03-13 07:00:40.057836,5905959,Chuyển khoản
HDIP01760,KH00728,NV0038,2026-03-13 04:01:40.057836,3658270,Chuyển khoản
HDIP01761,KH00932,NV0037,2026-03-13 05:16:40.057836,14391832,Chuyển khoản
HDIP01762,KH00200,NV0018,2026-03-12 22:36:40.057836,2702021,Thẻ
HDIP01763,KH00521,NV0017,2026-03-13 00:45:40.057836,12675051,Chuyển khoản
HDIP01764,KH00591,NV0013,2026-03-13 05:24:40.057836,13181692,Tiền mặt
HDIP01765,KH00314,NV0016,2026-03-13 10:36:40.057836,3872036,Tiền mặt
HDIP01766,KH00438,NV0048,2026-03-13 05:12:40.057836,4860886,Tiền mặt
HDIP01767,KH00597,NV0049,2026-03-13 09:22:40.057836,6822152,Thẻ
HDIP01768,KH00161,NV0033,2026-03-12 23:43:40.057836,5497076,Thẻ
HDIP01769,KH00501,NV0050,2026-03-13 04:24:40.057836,1296406,Chuyển khoản
HDIP01770,KH00218,NV0026,2026-03-12 22:27:40.057836,8461179,Chuyển khoản
HDIP01771,KH00273,NV0011,2026-03-13 00:04:40.057836,6090372,Tiền mặt
HDIP01772,KH00326,NV0037,2026-03-13 06:07:40.057836,3811404,Chuyển khoản
HDIP01773,KH00498,NV0036,2026-03-13 10:46:40.057836,7563753,Thẻ
HDIP01774,KH00381,NV0014,2026-03-12 22:14:40.057836,7215851,Chuyển khoản
HDIP01775,KH00476,NV0043,2026-03-13 04:43:40.057836,8045045,Chuyển khoản
HDIP01776,KH00100,NV0038,2026-03-13 09:35:40.057836,14138155,Thẻ
HDIP01777,KH00150,NV0021,2026-03-13 07:05:40.057836,14263485,Thẻ
HDIP01778,KH00273,NV0003,2026-03-13 00:38:40.057836,5906792,Tiền mặt
HDIP01779,KH00912,NV0042,2026-03-13 04:27:40.057836,2606046,Chuyển khoản
HDIP01780,KH00128,NV0016,2026-03-12 23:47:40.057836,2267368,Thẻ
HDIP01781,KH00409,NV0003,2026-03-13 10:05:40.057836,12280507,Tiền mặt
HDIP01782,KH00542,NV0020,2026-03-13 10:57:40.057836,1967720,Tiền mặt
HDIP01783,KH00066,NV0018,2026-03-13 01:35:40.057836,14973610,Tiền mặt
HDIP01784,KH00751,NV0002,2026-03-12 23:06:40.057836,3647758,Chuyển khoản
HDIP01785,KH00857,NV0044,2026-03-13 06:56:40.057836,1737638,Thẻ
HDIP01786,KH00358,NV0038,2026-03-13 01:38:40.057836,4334229,Chuyển khoản
HDIP01787,KH00734,NV0048,2026-03-13 10:05:40.057836,1412628,Chuyển khoản
HDIP01788,KH00420,NV0025,2026-03-13 04:57:40.057836,12473479,Tiền mặt
HDIP01789,KH00686,NV0022,2026-03-13 02:37:40.057836,1644050,Thẻ
HDIP01790,KH00382,NV0030,2026-03-13 05:48:40.057836,6457553,Tiền mặt
HDIP01791,KH00477,NV0021,2026-03-13 06:26:40.057836,4896871,Tiền mặt
HDIP01792,KH00279,NV0047,2026-03-13 08:42:40.057836,4599135,Tiền mặt
HDIP01793,KH00700,NV0022,2026-03-13 01:52:40.057836,854338,Chuyển khoản
HDIP01794,KH00693,NV0003,2026-03-13 02:04:40.057836,11128880,Chuyển khoản
HDIP01795,KH00526,NV0050,2026-03-13 10:16:40.057836,11049370,Tiền mặt
HDIP01796,KH00213,NV0005,2026-03-12 22:34:40.057836,6346065,Thẻ
HDIP01797,KH00501,NV0032,2026-03-13 02:49:40.057836,4757703,Thẻ
HDIP01798,KH00827,NV0011,2026-03-13 01:42:40.057836,678546,Chuyển khoản
HDIP01799,KH00184,NV0039,2026-03-12 22:18:40.057836,7979566,Thẻ
HDIP01800,KH00694,NV0034,2026-03-13 10:10:40.057836,10088848,Chuyển khoản
HDIP01801,KH00708,NV0042,2026-03-13 05:28:40.057836,7185611,Tiền mặt
HDIP01802,KH00721,NV0037,2026-03-13 02:33:40.057836,4339287,Tiền mặt
HDIP01803,KH00957,NV0005,2026-03-13 10:09:40.057836,14461393,Tiền mặt
HDIP01804,KH00960,NV0015,2026-03-13 04:53:40.057836,5388217,Tiền mặt
