invoice_code,product_code,quantity,unit_price,line_total
HDIP01409,SP00160,3,482619,1447857
HDIP01409,SP00101,2,38490,76980
HDIP01409,SP00177,4,259642,1038568
HDIP01409,SP00145,3,662420,1987260
HDIP01409,SP00328,3,113091,339273
HDIP01410,SP00326,3,114159,342477
HDIP01410,SP00014,2,412918,825836
HDIP01410,SP00498,8,170872,1366976
HDIP01411,SP00400,4,563170,2252680
HDIP01411,SP00320,7,272304,1906128
HDIP01411,SP00397,3,483703,1451109
HDIP01411,SP00007,6,803666,4821996
HDIP01412,SP00041,7,436280,3053960
HDIP01412,SP00061,6,645349,3872094
HDIP01413,SP00482,4,480249,1920996
HDIP01413,SP00088,5,354517,1772585
HDIP01414,SP00188,6,871829,5230974
HDIP01414,SP00196,9,485710,4371390
HDIP01414,SP00154,10,736786,7367860
HDIP01414,SP00135,5,250077,1250385
HDIP01415,SP00395,7,637511,4462577
HDIP01415,SP00460,4,433065,1732260
HDIP01415,SP00110,10,877693,8776930
HDIP01415,SP00150,9,317521,2857689
HDIP01415,SP00116,6,389035,2334210
HDIP01416,SP00056,9,16338,147042
HDIP01416,SP00458,5,881738,4408690
HDIP01416,SP00019,7,719300,5035100
HDIP01417,SP00379,3,232849,698547
HDIP01417,SP00108,7,698536,4889752
HDIP01418,SP00186,9,373486,3361374
HDIP01418,SP00013,6,418886,2513316
HDIP01418,SP00027,3,117188,351564
HDIP01418,SP00423,3,592031,1776093
HDIP01419,SP00211,6,265179,1591074
HDIP01419,SP00027,5,117188,585940
HDIP01419,SP00470,3,34918,104754
HDIP01419,SP00120,8,253273,2026184
HDIP01420,SP00121,7,323792,2266544
HDIP01420,SP00236,7,194951,1364657
HDIP01420,SP00305,2,455927,911854
HDIP01420,SP00226,6,114784,688704
HDIP01421,SP00418,4,196103,784412
HDIP01421,SP00356,6,402907,2417442
HDIP01421,SP00351,7,658819,4611733
HDIP01422,SP00158,4,184258,737032
HDIP01423,SP00493,2,579313,1158626
HDIP01423,SP00451,7,50156,351092
HDIP01423,SP00191,1,304098,304098
HDIP01423,SP00164,8,853227,6825816
HDIP01423,SP00128,8,891235,7129880
HDIP01424,SP00294,10,315942,3159420
HDIP01424,SP00337,6,709273,4255638
HDIP01425,SP00487,7,505684,3539788
HDIP01426,SP00190,4,828610,3314440
HDIP01426,SP00167,10,512433,5124330
HDIP01427,SP00286,3,498507,1495521
HDIP01427,SP00216,2,449315,898630
HDIP01427,SP00129,2,302827,605654
HDIP01428,SP00411,2,472831,945662
HDIP01429,SP00475,2,576672,1153344
HDIP01430,SP00468,5,56135,280675
HDIP01430,SP00327,6,464989,2789934
HDIP01430,SP00341,4,539286,2157144
HDIP01431,SP00092,4,284169,1136676
HDIP01431,SP00054,10,187647,1876470
HDIP01432,SP00306,9,707608,6368472
HDIP01432,SP00132,4,535876,2143504
HDIP01432,SP00100,1,97323,97323
HDIP01433,SP00375,3,791648,2374944
HDIP01433,SP00216,4,449315,1797260
HDIP01434,SP00058,3,74120,222360
HDIP01434,SP00057,6,159247,955482
HDIP01434,SP00036,6,556903,3341418
HDIP01434,SP00407,2,204157,408314
HDIP01434,SP00013,8,418886,3351088
HDIP01435,SP00074,3,884392,2653176
HDIP01435,SP00130,3,477422,1432266
HDIP01436,SP00257,6,226229,1357374
HDIP01437,SP00216,9,449315,4043835
HDIP01437,SP00420,5,694277,3471385
HDIP01437,SP00239,2,293243,586486
HDIP01437,SP00141,10,512710,5127100
HDIP01438,SP00170,9,506173,4555557
HDIP01439,SP00417,8,164828,1318624
HDIP01440,SP00457,1,393747,393747
HDIP01441,SP00323,1,783476,783476
HDIP01441,SP00076,7,617604,4323228
HDIP01441,SP00142,6,103660,621960
HDIP01441,SP00484,2,243303,486606
HDIP01442,SP00028,3,401905,1205715
HDIP01443,SP00012,4,369160,1476640
HDIP01444,SP00477,7,212786,1489502
HDIP01444,SP00273,7,358321,2508247
HDIP01444,SP00070,7,110642,774494
HDIP01444,SP00140,7,105720,740040
HDIP01445,SP00232,3,896043,2688129
HDIP01445,SP00409,7,761984,5333888
HDIP01445,SP00222,8,395742,3165936
HDIP01445,SP00215,2,635234,1270468
HDIP01445,SP00049,8,810082,6480656
HDIP01446,SP00388,3,100625,301875
HDIP01446,SP00441,9,708851,6379659
HDIP01446,SP00425,9,36119,325071
HDIP01446,SP00369,4,330604,1322416
HDIP01447,SP00389,9,350093,3150837
HDIP01448,SP00308,6,41629,249774
HDIP01449,SP00172,9,426366,3837294
HDIP01449,SP00326,4,114159,456636
HDIP01449,SP00183,5,680313,3401565
HDIP01450,SP00425,7,36119,252833
HDIP01450,SP00159,10,66845,668450
HDIP01451,SP00016,1,619646,619646
HDIP01451,SP00059,6,194135,1164810
HDIP01452,SP00126,8,397357,3178856
HDIP01452,SP00383,1,38805,38805
HDIP01453,SP00205,6,236215,1417290
HDIP01454,SP00500,4,781237,3124948
HDIP01454,SP00136,2,235872,471744
HDIP01454,SP00152,6,598197,3589182
HDIP01454,SP00387,9,59107,531963
HDIP01455,SP00275,9,731262,6581358
HDIP01455,SP00047,7,536042,3752294
HDIP01455,SP00103,10,515243,5152430
HDIP01455,SP00329,6,623715,3742290
HDIP01456,SP00228,6,614708,3688248
HDIP01457,SP00442,10,127378,1273780
HDIP01457,SP00147,5,840960,4204800
HDIP01457,SP00412,4,658939,2635756
HDIP01457,SP00075,9,397143,3574287
HDIP01457,SP00114,10,729088,7290880
HDIP01458,SP00212,9,232586,2093274
HDIP01458,SP00096,6,187389,1124334
HDIP01458,SP00090,8,76615,612920
HDIP01459,SP00499,5,231750,1158750
HDIP01459,SP00468,6,56135,336810
HDIP01459,SP00445,3,97858,293574
HDIP01460,SP00339,2,543201,1086402
HDIP01460,SP00064,7,62405,436835
HDIP01460,SP00447,9,680191,6121719
HDIP01460,SP00446,3,236843,710529
HDIP01460,SP00282,6,412081,2472486
HDIP01461,SP00083,10,940817,9408170
HDIP01462,SP00056,2,16338,32676
HDIP01463,SP00385,4,707964,2831856
HDIP01463,SP00257,9,226229,2036061
HDIP01463,SP00256,4,43788,175152
HDIP01464,SP00272,1,274539,274539
HDIP01464,SP00493,6,579313,3475878
HDIP01464,SP00147,8,840960,6727680
HDIP01464,SP00394,7,497163,3480141
HDIP01464,SP00483,7,181807,1272649
HDIP01465,SP00058,3,74120,222360
HDIP01465,SP00251,9,478550,4306950
HDIP01465,SP00105,10,355129,3551290
HDIP01466,SP00091,6,149888,899328
HDIP01466,SP00305,6,455927,2735562
HDIP01466,SP00460,10,433065,4330650
HDIP01466,SP00316,10,501169,5011690
HDIP01466,SP00435,7,386869,2708083
HDIP01467,SP00339,7,543201,3802407
HDIP01467,SP00259,8,376527,3012216
HDIP01467,SP00098,6,555812,3334872
HDIP01467,SP00174,9,214969,1934721
HDIP01468,SP00127,6,56544,339264
HDIP01468,SP00376,3,877434,2632302
HDIP01469,SP00408,3,178582,535746
HDIP01469,SP00057,8,159247,1273976
HDIP01470,SP00129,2,302827,605654
HDIP01471,SP00465,8,232358,1858864
HDIP01471,SP00136,10,235872,2358720
HDIP01472,SP00478,6,618435,3710610
HDIP01472,SP00018,5,139141,695705
HDIP01472,SP00158,9,184258,1658322
HDIP01472,SP00084,3,413846,1241538
HDIP01473,SP00078,7,73733,516131
HDIP01474,SP00002,2,144923,289846
HDIP01474,SP00162,2,277458,554916
HDIP01474,SP00330,1,806895,806895
HDIP01475,SP00379,2,232849,465698
HDIP01476,SP00399,7,164289,1150023
HDIP01477,SP00104,7,84433,591031
HDIP01478,SP00200,3,508167,1524501
HDIP01478,SP00076,7,617604,4323228
HDIP01478,SP00300,9,200821,1807389
HDIP01479,SP00226,5,114784,573920
HDIP01479,SP00169,6,36266,217596
HDIP01480,SP00189,2,108980,217960
HDIP01481,SP00269,5,350141,1750705
HDIP01481,SP00239,7,293243,2052701
HDIP01482,SP00371,1,104463,104463
HDIP01483,SP00291,5,744562,3722810
HDIP01484,SP00017,9,237534,2137806
HDIP01484,SP00192,7,72214,505498
HDIP01485,SP00063,7,470876,3296132
HDIP01485,SP00144,2,423777,847554
HDIP01485,SP00188,5,871829,4359145
HDIP01485,SP00257,2,226229,452458
HDIP01486,SP00414,2,431267,862534
HDIP01487,SP00244,3,434108,1302324
HDIP01488,SP00253,8,302082,2416656
HDIP01488,SP00446,1,236843,236843
HDIP01489,SP00232,9,896043,8064387
HDIP01489,SP00253,10,302082,3020820
HDIP01489,SP00356,6,402907,2417442
HDIP01489,SP00415,1,861324,861324
HDIP01490,SP00252,8,88256,706048
HDIP01490,SP00185,10,757019,7570190
HDIP01490,SP00283,10,518599,5185990
HDIP01491,SP00328,1,113091,113091
HDIP01491,SP00142,8,103660,829280
HDIP01492,SP00444,9,554752,4992768
HDIP01493,SP00052,3,427169,1281507
HDIP01493,SP00445,9,97858,880722
HDIP01493,SP00122,7,349298,2445086
HDIP01493,SP00158,5,184258,921290
HDIP01493,SP00004,6,78369,470214
HDIP01494,SP00034,8,272807,2182456
HDIP01495,SP00301,10,242686,2426860
HDIP01496,SP00492,1,730264,730264
HDIP01496,SP00352,1,353573,353573
HDIP01496,SP00067,7,260243,1821701
HDIP01496,SP00225,5,78095,390475
HDIP01497,SP00045,1,164516,164516
HDIP01497,SP00019,2,719300,1438600
HDIP01498,SP00326,3,114159,342477
HDIP01499,SP00332,1,522109,522109
HDIP01499,SP00170,1,506173,506173
HDIP01499,SP00035,8,636014,5088112
HDIP01499,SP00129,10,302827,3028270
HDIP01499,SP00133,4,381436,1525744
HDIP01500,SP00444,2,554752,1109504
HDIP01500,SP00205,7,236215,1653505
HDIP01501,SP00014,8,412918,3303344
HDIP01501,SP00324,3,816745,2450235
HDIP01501,SP00470,9,34918,314262
HDIP01501,SP00095,8,842856,6742848
HDIP01502,SP00068,8,799080,6392640
HDIP01502,SP00382,7,745606,5219242
HDIP01502,SP00246,6,446693,2680158
HDIP01502,SP00435,4,386869,1547476
HDIP01503,SP00313,4,644192,2576768
HDIP01503,SP00419,4,445478,1781912
HDIP01504,SP00151,3,496203,1488609
HDIP01504,SP00107,3,376160,1128480
HDIP01505,SP00196,7,485710,3399970
HDIP01505,SP00263,8,88062,704496
HDIP01506,SP00073,5,245151,1225755
HDIP01506,SP00475,10,576672,5766720
HDIP01507,SP00217,5,222499,1112495
HDIP01508,SP00251,7,478550,3349850
HDIP01509,SP00393,3,231619,694857
HDIP01509,SP00253,4,302082,1208328
HDIP01510,SP00153,4,837585,3350340
HDIP01510,SP00133,10,381436,3814360
HDIP01510,SP00327,7,464989,3254923
HDIP01511,SP00464,5,578385,2891925
HDIP01512,SP00440,6,227736,1366416
HDIP01512,SP00038,7,21593,151151
HDIP01512,SP00421,8,893503,7148024
HDIP01512,SP00160,7,482619,3378333
HDIP01512,SP00429,7,462537,3237759
HDIP01513,SP00345,7,64030,448210
HDIP01513,SP00008,10,564479,5644790
HDIP01513,SP00076,7,617604,4323228
HDIP01513,SP00143,8,605292,4842336
HDIP01513,SP00185,6,757019,4542114
HDIP01514,SP00210,4,414476,1657904
HDIP01514,SP00126,3,397357,1192071
HDIP01514,SP00007,9,803666,7232994
HDIP01514,SP00064,4,62405,249620
HDIP01515,SP00036,7,556903,3898321
HDIP01515,SP00373,5,366907,1834535
HDIP01515,SP00193,7,682004,4774028
HDIP01516,SP00091,7,149888,1049216
HDIP01516,SP00025,10,812643,8126430
HDIP01516,SP00249,8,54314,434512
HDIP01516,SP00089,4,21932,87728
HDIP01517,SP00059,8,194135,1553080
HDIP01517,SP00014,8,412918,3303344
HDIP01517,SP00497,6,424146,2544876
HDIP01518,SP00333,3,607506,1822518
HDIP01518,SP00441,10,708851,7088510
HDIP01518,SP00150,3,317521,952563
HDIP01518,SP00065,2,185398,370796
HDIP01519,SP00418,8,196103,1568824
HDIP01519,SP00243,10,522464,5224640
HDIP01519,SP00386,1,598143,598143
HDIP01519,SP00336,7,374051,2618357
HDIP01520,SP00024,5,304051,1520255
HDIP01520,SP00204,7,355187,2486309
HDIP01520,SP00006,4,308302,1233208
HDIP01521,SP00038,7,21593,151151
HDIP01522,SP00454,4,587502,2350008
HDIP01522,SP00174,2,214969,429938
HDIP01522,SP00003,9,90309,812781
HDIP01523,SP00099,10,426341,4263410
HDIP01523,SP00112,8,774570,6196560
HDIP01523,SP00171,3,533754,1601262
HDIP01523,SP00275,10,731262,7312620
HDIP01524,SP00230,2,305877,611754
HDIP01524,SP00280,3,815555,2446665
HDIP01524,SP00441,9,708851,6379659
HDIP01524,SP00137,3,385250,1155750
HDIP01525,SP00230,2,305877,611754
HDIP01525,SP00157,7,232784,1629488
HDIP01526,SP00136,8,235872,1886976
HDIP01526,SP00247,7,663412,4643884
HDIP01526,SP00250,7,473332,3313324
HDIP01527,SP00328,6,113091,678546
HDIP01527,SP00455,3,632137,1896411
HDIP01527,SP00007,9,803666,7232994
HDIP01528,SP00373,5,366907,1834535
HDIP01529,SP00298,2,129985,259970
HDIP01529,SP00454,8,587502,4700016
HDIP01530,SP00105,1,355129,355129
HDIP01530,SP00114,3,729088,2187264
HDIP01530,SP00424,2,338765,677530
HDIP01530,SP00014,8,412918,3303344
HDIP01531,SP00113,7,180714,1264998
HDIP01531,SP00084,10,413846,4138460
HDIP01531,SP00435,4,386869,1547476
HDIP01532,SP00233,9,250609,2255481
HDIP01532,SP00477,2,212786,425572
HDIP01532,SP00326,4,114159,456636
HDIP01533,SP00415,1,861324,861324
HDIP01533,SP00346,4,680484,2721936
HDIP01533,SP00140,2,105720,211440
HDIP01534,SP00084,1,413846,413846
HDIP01535,SP00352,6,353573,2121438
HDIP01535,SP00487,3,505684,1517052
HDIP01535,SP00313,1,644192,644192
HDIP01536,SP00389,3,350093,1050279
HDIP01536,SP00429,7,462537,3237759
HDIP01536,SP00198,6,329239,1975434
HDIP01536,SP00349,10,284895,2848950
HDIP01536,SP00435,1,386869,386869
HDIP01537,SP00124,9,109021,981189
HDIP01537,SP00161,4,338789,1355156
HDIP01538,SP00240,7,670940,4696580
HDIP01538,SP00001,8,39451,315608
HDIP01538,SP00058,6,74120,444720
HDIP01539,SP00097,5,126191,630955
HDIP01539,SP00157,7,232784,1629488
HDIP01539,SP00062,7,536059,3752413
HDIP01539,SP00291,8,744562,5956496
HDIP01539,SP00272,4,274539,1098156
HDIP01540,SP00309,6,180971,1085826
HDIP01540,SP00047,8,536042,4288336
HDIP01540,SP00326,5,114159,570795
HDIP01540,SP00228,10,614708,6147080
HDIP01540,SP00392,6,162319,973914
HDIP01541,SP00154,9,736786,6631074
HDIP01541,SP00158,7,184258,1289806
HDIP01541,SP00021,4,145992,583968
HDIP01541,SP00237,10,696555,6965550
HDIP01542,SP00300,6,200821,1204926
HDIP01542,SP00178,6,641193,3847158
HDIP01543,SP00363,5,546095,2730475
HDIP01543,SP00042,9,561360,5052240
HDIP01544,SP00153,3,837585,2512755
HDIP01544,SP00416,1,166691,166691
HDIP01544,SP00012,8,369160,2953280
HDIP01545,SP00319,10,513590,5135900
HDIP01546,SP00155,9,550729,4956561
HDIP01546,SP00023,1,235895,235895
HDIP01546,SP00299,1,571108,571108
HDIP01546,SP00226,9,114784,1033056
HDIP01546,SP00079,4,488662,1954648
HDIP01547,SP00284,10,457265,4572650
HDIP01548,SP00127,3,56544,169632
HDIP01549,SP00231,5,510743,2553715
HDIP01550,SP00113,6,180714,1084284
HDIP01550,SP00486,6,30247,181482
HDIP01551,SP00335,3,325086,975258
HDIP01551,SP00103,2,515243,1030486
HDIP01551,SP00437,9,705749,6351741
HDIP01551,SP00417,10,164828,1648280
HDIP01552,SP00327,2,464989,929978
HDIP01553,SP00134,4,640268,2561072
HDIP01553,SP00253,10,302082,3020820
HDIP01554,SP00237,9,696555,6268995
HDIP01555,SP00001,7,39451,276157
HDIP01555,SP00096,2,187389,374778
HDIP01555,SP00436,2,597101,1194202
HDIP01555,SP00259,5,376527,1882635
HDIP01556,SP00244,2,434108,868216
HDIP01556,SP00196,6,485710,2914260
HDIP01556,SP00312,6,208533,1251198
HDIP01556,SP00482,10,480249,4802490
HDIP01557,SP00027,10,117188,1171880
HDIP01557,SP00199,5,289606,1448030
HDIP01558,SP00172,6,426366,2558196
HDIP01558,SP00022,7,213218,1492526
HDIP01558,SP00190,2,828610,1657220
HDIP01558,SP00181,1,533957,533957
HDIP01558,SP00146,8,176619,1412952
HDIP01559,SP00150,1,317521,317521
HDIP01559,SP00070,6,110642,663852
HDIP01559,SP00200,3,508167,1524501
HDIP01560,SP00201,3,38290,114870
HDIP01561,SP00016,4,619646,2478584
HDIP01561,SP00360,6,461949,2771694
HDIP01561,SP00453,4,763110,3052440
HDIP01562,SP00133,8,381436,3051488
HDIP01562,SP00046,5,623924,3119620
HDIP01562,SP00379,4,232849,931396
HDIP01562,SP00490,3,674536,2023608
HDIP01562,SP00411,2,472831,945662
HDIP01563,SP00403,5,438096,2190480
HDIP01563,SP00376,7,877434,6142038
HDIP01563,SP00331,1,622793,622793
HDIP01563,SP00399,1,164289,164289
HDIP01564,SP00500,8,781237,6249896
HDIP01564,SP00377,7,459637,3217459
HDIP01564,SP00398,1,421361,421361
HDIP01564,SP00236,5,194951,974755
HDIP01564,SP00131,3,725774,2177322
HDIP01565,SP00371,7,104463,731241
HDIP01566,SP00493,9,579313,5213817
HDIP01566,SP00324,10,816745,8167450
HDIP01566,SP00047,1,536042,536042
HDIP01566,SP00321,10,743356,7433560
HDIP01567,SP00035,9,636014,5724126
HDIP01568,SP00278,1,317547,317547
HDIP01569,SP00458,4,881738,3526952
HDIP01569,SP00263,10,88062,880620
HDIP01570,SP00475,6,576672,3460032
HDIP01570,SP00100,2,97323,194646
HDIP01571,SP00400,2,563170,1126340
HDIP01571,SP00442,3,127378,382134
HDIP01571,SP00445,9,97858,880722
HDIP01571,SP00458,4,881738,3526952
HDIP01571,SP00373,8,366907,2935256
HDIP01572,SP00266,9,481581,4334229
HDIP01573,SP00493,10,579313,5793130
HDIP01573,SP00197,4,644239,2576956
HDIP01573,SP00429,4,462537,1850148
HDIP01573,SP00133,8,381436,3051488
HDIP01574,SP00316,5,501169,2505845
HDIP01574,SP00192,9,72214,649926
HDIP01575,SP00076,9,617604,5558436
HDIP01575,SP00004,8,78369,626952
HDIP01575,SP00060,2,481331,962662
HDIP01575,SP00127,7,56544,395808
HDIP01575,SP00309,3,180971,542913
HDIP01576,SP00405,8,283093,2264744
HDIP01576,SP00253,5,302082,1510410
HDIP01576,SP00376,5,877434,4387170
HDIP01576,SP00373,6,366907,2201442
HDIP01576,SP00475,8,576672,4613376
HDIP01577,SP00180,5,485030,2425150
HDIP01577,SP00093,7,533545,3734815
HDIP01578,SP00096,9,187389,1686501
HDIP01578,SP00314,5,422929,2114645
HDIP01578,SP00335,4,325086,1300344
HDIP01578,SP00078,6,73733,442398
HDIP01578,SP00082,6,670756,4024536
HDIP01579,SP00263,9,88062,792558
HDIP01579,SP00020,3,548262,1644786
HDIP01579,SP00226,2,114784,229568
HDIP01579,SP00480,1,30700,30700
HDIP01579,SP00088,10,354517,3545170
HDIP01580,SP00048,7,522844,3659908
HDIP01580,SP00023,3,235895,707685
HDIP01580,SP00160,4,482619,1930476
HDIP01580,SP00440,2,227736,455472
HDIP01581,SP00225,10,78095,780950
HDIP01581,SP00344,3,478019,1434057
HDIP01581,SP00087,6,276596,1659576
HDIP01582,SP00458,2,881738,1763476
HDIP01582,SP00114,4,729088,2916352
HDIP01582,SP00329,8,623715,4989720
HDIP01583,SP00322,7,490608,3434256
HDIP01584,SP00250,8,473332,3786656
HDIP01585,SP00019,10,719300,7193000
HDIP01585,SP00234,1,160876,160876
HDIP01585,SP00073,5,245151,1225755
HDIP01586,SP00020,7,548262,3837834
HDIP01586,SP00313,10,644192,6441920
HDIP01586,SP00456,7,710537,4973759
HDIP01587,SP00242,9,688257,6194313
HDIP01587,SP00344,8,478019,3824152
HDIP01588,SP00246,2,446693,893386
HDIP01588,SP00386,9,598143,5383287
HDIP01588,SP00230,1,305877,305877
HDIP01588,SP00116,9,389035,3501315
HDIP01588,SP00240,1,670940,670940
HDIP01589,SP00276,6,597450,3584700
HDIP01589,SP00162,6,277458,1664748
HDIP01589,SP00392,4,162319,649276
HDIP01590,SP00317,2,600701,1201402
HDIP01591,SP00326,5,114159,570795
HDIP01591,SP00129,9,302827,2725443
HDIP01591,SP00217,5,222499,1112495
HDIP01591,SP00235,7,341728,2392096
HDIP01592,SP00159,8,66845,534760
HDIP01592,SP00148,1,628367,628367
HDIP01593,SP00459,3,368795,1106385
HDIP01593,SP00192,8,72214,577712
HDIP01593,SP00437,7,705749,4940243
HDIP01594,SP00346,1,680484,680484
HDIP01594,SP00192,4,72214,288856
HDIP01595,SP00301,4,242686,970744
HDIP01595,SP00289,2,652432,1304864
HDIP01595,SP00312,5,208533,1042665
HDIP01596,SP00286,7,498507,3489549
HDIP01596,SP00340,5,688889,3444445
HDIP01597,SP00147,4,840960,3363840
HDIP01597,SP00396,3,94155,282465
HDIP01597,SP00456,8,710537,5684296
HDIP01597,SP00107,9,376160,3385440
HDIP01598,SP00161,2,338789,677578
HDIP01599,SP00041,2,436280,872560
HDIP01599,SP00456,1,710537,710537
HDIP01599,SP00322,4,490608,1962432
HDIP01600,SP00054,6,187647,1125882
HDIP01600,SP00062,9,536059,4824531
HDIP01600,SP00172,2,426366,852732
HDIP01600,SP00178,4,641193,2564772
HDIP01601,SP00273,2,358321,716642
HDIP01602,SP00274,4,516882,2067528
HDIP01602,SP00090,5,76615,383075
HDIP01602,SP00075,4,397143,1588572
HDIP01603,SP00464,4,578385,2313540
HDIP01603,SP00306,3,707608,2122824
HDIP01603,SP00297,2,429829,859658
HDIP01603,SP00304,7,663763,4646341
HDIP01603,SP00081,8,600153,4801224
HDIP01604,SP00290,6,400515,2403090
HDIP01604,SP00210,5,414476,2072380
HDIP01604,SP00179,10,429173,4291730
HDIP01605,SP00457,5,393747,1968735
HDIP01606,SP00367,10,641616,6416160
HDIP01606,SP00361,9,594377,5349393
HDIP01606,SP00209,9,581170,5230530
HDIP01607,SP00029,10,781741,7817410
HDIP01608,SP00198,6,329239,1975434
HDIP01608,SP00330,3,806895,2420685
HDIP01609,SP00217,1,222499,222499
HDIP01609,SP00055,6,511015,3066090
HDIP01609,SP00204,4,355187,1420748
HDIP01609,SP00011,8,450305,3602440
HDIP01609,SP00096,8,187389,1499112
HDIP01610,SP00385,5,707964,3539820
HDIP01610,SP00010,3,85724,257172
HDIP01611,SP00149,5,306323,1531615
HDIP01611,SP00051,6,706442,4238652
HDIP01611,SP00153,8,837585,6700680
HDIP01611,SP00495,7,217803,1524621
HDIP01612,SP00128,8,891235,7129880
HDIP01612,SP00048,9,522844,4705596
HDIP01612,SP00155,2,550729,1101458
HDIP01612,SP00151,2,496203,992406
HDIP01613,SP00279,1,510513,510513
HDIP01613,SP00413,9,328192,2953728
HDIP01613,SP00263,6,88062,528372
HDIP01614,SP00491,7,96366,674562
HDIP01614,SP00121,1,323792,323792
HDIP01614,SP00193,9,682004,6138036
HDIP01615,SP00089,7,21932,153524
HDIP01615,SP00455,7,632137,4424959
HDIP01615,SP00037,9,96131,865179
HDIP01616,SP00447,7,680191,4761337
HDIP01616,SP00333,8,607506,4860048
HDIP01616,SP00480,6,30700,184200
HDIP01617,SP00462,6,61665,369990
HDIP01617,SP00285,3,98866,296598
HDIP01617,SP00453,8,763110,6104880
HDIP01617,SP00222,1,395742,395742
HDIP01617,SP00381,7,230722,1615054
HDIP01618,SP00097,4,126191,504764
HDIP01618,SP00247,9,663412,5970708
HDIP01619,SP00255,9,682698,6144282
HDIP01619,SP00318,8,672188,5377504
HDIP01619,SP00488,1,475493,475493
HDIP01619,SP00029,1,781741,781741
HDIP01619,SP00381,10,230722,2307220
HDIP01620,SP00001,1,39451,39451
HDIP01620,SP00197,3,644239,1932717
HDIP01620,SP00482,4,480249,1920996
HDIP01621,SP00286,8,498507,3988056
HDIP01622,SP00237,5,696555,3482775
HDIP01622,SP00016,10,619646,6196460
HDIP01622,SP00020,2,548262,1096524
HDIP01623,SP00125,1,392597,392597
HDIP01623,SP00252,1,88256,88256
HDIP01624,SP00207,8,438408,3507264
HDIP01624,SP00380,4,255797,1023188
HDIP01624,SP00037,1,96131,96131
HDIP01624,SP00184,5,601036,3005180
HDIP01624,SP00002,6,144923,869538
HDIP01625,SP00466,4,674240,2696960
HDIP01626,SP00172,5,426366,2131830
HDIP01627,SP00330,2,806895,1613790
HDIP01627,SP00220,2,717584,1435168
HDIP01627,SP00323,7,783476,5484332
HDIP01627,SP00079,4,488662,1954648
HDIP01627,SP00026,3,404442,1213326
HDIP01628,SP00103,9,515243,4637187
HDIP01628,SP00048,1,522844,522844
HDIP01629,SP00193,8,682004,5456032
HDIP01629,SP00179,3,429173,1287519
HDIP01630,SP00335,1,325086,325086
HDIP01630,SP00101,2,38490,76980
HDIP01630,SP00159,9,66845,601605
HDIP01630,SP00168,5,356264,1781320
HDIP01631,SP00175,4,260190,1040760
HDIP01631,SP00111,3,938906,2816718
HDIP01632,SP00120,3,253273,759819
HDIP01633,SP00418,2,196103,392206
HDIP01633,SP00253,3,302082,906246
HDIP01634,SP00106,6,131225,787350
HDIP01634,SP00099,8,426341,3410728
HDIP01634,SP00199,4,289606,1158424
HDIP01634,SP00308,10,41629,416290
HDIP01634,SP00118,9,308167,2773503
HDIP01635,SP00268,1,526352,526352
HDIP01635,SP00313,6,644192,3865152
HDIP01635,SP00497,9,424146,3817314
HDIP01636,SP00194,9,454753,4092777
HDIP01636,SP00035,8,636014,5088112
HDIP01637,SP00094,6,24280,145680
HDIP01637,SP00052,4,427169,1708676
HDIP01637,SP00418,8,196103,1568824
HDIP01637,SP00248,4,696867,2787468
HDIP01637,SP00348,8,323870,2590960
HDIP01638,SP00405,1,283093,283093
HDIP01638,SP00080,3,112095,336285
HDIP01638,SP00242,4,688257,2753028
HDIP01639,SP00213,7,221555,1550885
HDIP01639,SP00428,8,504540,4036320
HDIP01639,SP00218,10,30029,300290
HDIP01639,SP00048,9,522844,4705596
HDIP01639,SP00138,8,427786,3422288
HDIP01640,SP00254,3,272218,816654
HDIP01640,SP00186,1,373486,373486
HDIP01640,SP00437,2,705749,1411498
HDIP01640,SP00228,10,614708,6147080
HDIP01640,SP00356,8,402907,3223256
HDIP01641,SP00100,5,97323,486615
HDIP01641,SP00407,2,204157,408314
HDIP01641,SP00298,9,129985,1169865
HDIP01641,SP00281,4,617146,2468584
HDIP01642,SP00260,7,331130,2317910
HDIP01642,SP00283,4,518599,2074396
HDIP01642,SP00107,6,376160,2256960
HDIP01642,SP00100,3,97323,291969
HDIP01643,SP00206,6,554119,3324714
HDIP01643,SP00400,8,563170,4505360
HDIP01643,SP00035,7,636014,4452098
HDIP01644,SP00222,5,395742,1978710
HDIP01645,SP00156,10,732500,7325000
HDIP01646,SP00069,10,60260,602600
HDIP01646,SP00301,4,242686,970744
HDIP01646,SP00362,1,55940,55940
HDIP01646,SP00204,2,355187,710374
HDIP01647,SP00413,9,328192,2953728
HDIP01647,SP00386,8,598143,4785144
HDIP01648,SP00260,10,331130,3311300
HDIP01648,SP00115,9,193794,1744146
HDIP01648,SP00020,10,548262,5482620
HDIP01648,SP00132,7,535876,3751132
HDIP01648,SP00317,2,600701,1201402
HDIP01649,SP00189,8,108980,871840
HDIP01649,SP00121,6,323792,1942752
HDIP01649,SP00092,8,284169,2273352
HDIP01649,SP00035,3,636014,1908042
HDIP01649,SP00372,9,105944,953496
HDIP01650,SP00401,4,20772,83088
HDIP01650,SP00150,10,317521,3175210
HDIP01650,SP00072,10,687416,6874160
HDIP01650,SP00141,9,512710,4614390
HDIP01650,SP00176,8,273844,2190752
HDIP01651,SP00300,3,200821,602463
HDIP01652,SP00302,8,673579,5388632
